CURRENTDAY	Irradiation	Tmin	Tmax	VapourPressure	WindSpeed	Precipitation
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209928035736084	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209924697875977	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209928035736084	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209924697875977	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.2099761962890625	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.2095627784729	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.208700180053711	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.20652961730957	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.20992374420166	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209831237792969	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209168434143066	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.208796977996826	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.208708763122559	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209927082061768	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209527015686035	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209179878234863	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209572792053223	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.210000038146973	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.209831237792969	-3.422	12.79	6.480134	1.0421159	0.0
01.01.2000	7.2099761962890625	-3.422	12.79	6.480134	1.0421159	0.0
